_STATE,YEAR,CHECKUP1_pct,PERSDOC3_pct,FLUSHOT7_pct,EXERANY2_pct,CHOLCHK3_pct,state_abbr,callConfUser,emailUser,homeInternetUser,mobilePhoneUser,pcOrTabletUser,tooExpensiveMainReason,wiredHighSpeedAtHome
22.0,2019,90.7814895332022,89.48044514159282,38.69105099010415,68.12405267922065,9.527036423004281,LA,0.528523,0.850282,0.731759,0.752252,0.586328,0.045296,0.596958
23.0,2019,86.90134210153857,94.21883822041369,46.359591931905214,69.9067646208491,10.632768744893758,ME,0.452416,0.887035,0.759763,0.712165,0.698217,0.021601,0.693818
24.0,2019,88.32718500845404,93.81705227727925,49.615810640136324,76.63912843848273,6.928925537749424,MD,0.538982,0.918657,0.813465,0.791153,0.714012,0.01417,0.78869
25.0,2019,88.65062546178967,93.4544529881438,50.524544000576576,73.61804930180466,8.865211490673449,MA,0.5254,0.910482,0.750036,0.730487,0.681382,0.023535,0.720126
26.0,2019,88.42588359404915,95.64071265314703,40.37152697898805,74.58659583164946,7.722212479407189,MI,0.46979,0.885723,0.781975,0.754165,0.670649,0.030145,0.664281
27.0,2019,84.85720864436232,88.17403264836902,45.744128301312415,80.09351072838432,12.170329185091916,MN,0.498595,0.929204,0.841924,0.822452,0.74973,0.010657,0.724967
28.0,2019,89.07085399674511,88.18376453131597,39.393478216134255,62.260296239163694,10.064648400964805,MS,0.485493,0.823767,0.712219,0.717992,0.541358,0.046751,0.539073
29.0,2019,89.2116364193622,88.25730627469557,45.95999339673721,69.43620873237568,11.806129564704088,MO,0.486262,0.889497,0.770648,0.76687,0.680168,0.040073,0.636542
30.0,2019,86.59296301273494,88.12002122810317,42.914935941548016,80.34046068808031,15.365251346856542,MT,0.493525,0.902958,0.774984,0.732879,0.698956,0.040446,0.643111
31.0,2019,85.86061771450576,91.8281017968009,49.03539117852781,73.09186721685016,14.732848191092382,NE,0.539341,0.916067,0.787349,0.740887,0.711,0.033371,0.698127
32.0,2019,85.85956336345943,92.69474545967088,32.46350352959288,74.20104683553389,11.664362306712587,NV,0.415709,0.925499,0.751748,0.744178,0.672359,0.022292,0.700095
33.0,2019,87.74464026340354,95.77774679257826,47.714085326104694,78.28918609184315,10.916850400272624,NH,0.485816,0.927063,0.840175,0.824573,0.782763,0.025531,0.791322
35.0,2019,83.92895139637953,90.92184689419614,43.05433882343324,74.64826902411357,16.834010625922037,NM,0.467375,0.893524,0.750698,0.741514,0.619286,0.031577,0.641641
36.0,2019,89.03379457654873,90.45671329819712,44.89078944752806,72.7587728584701,8.563668832099054,NY,0.51885,0.889881,0.73465,0.709728,0.631314,0.031422,0.699376
37.0,2019,89.93054819352872,79.29115473276592,49.227237920117304,73.6909572089195,9.730053968653534,NC,0.440336,0.86347,0.700571,0.709161,0.603409,0.058217,0.63137
38.0,2019,86.01484218015244,90.37722738570744,47.267400515693396,71.97238740459242,16.05305379141143,ND,0.488364,0.91179,0.77575,0.754463,0.703012,0.041865,0.692948
39.0,2019,88.53525796944119,90.04834845792453,42.82113011677277,71.73580056170027,13.152023024661357,OH,0.500012,0.901979,0.7559,0.73246,0.66599,0.051144,0.673184
40.0,2019,89.38608537007077,92.78546339801119,44.78440043004238,65.98432938745694,12.865756937789433,OK,0.457818,0.863289,0.790674,0.777377,0.687616,0.03546,0.626373
41.0,2019,84.74279432800866,92.86084155057596,42.79865875056987,76.07133870765996,11.433247548836857,OR,0.538604,0.92099,0.824462,0.784293,0.73926,0.026278,0.738462
42.0,2019,89.42067911192926,92.88201078316682,48.1221920714624,74.44731592141261,10.58419756783005,PA,0.463062,0.896789,0.730605,0.703035,0.660424,0.043874,0.681716
44.0,2019,89.98937349626024,93.91378764004689,50.390378106757474,73.52350842328231,7.156650019603976,RI,0.490029,0.926031,0.798409,0.756569,0.710877,0.032503,0.758444
45.0,2019,88.90971479614339,87.96832777865934,42.57967099949104,71.18874060032273,10.40163352276554,SC,0.469044,0.906196,0.779445,0.766473,0.687045,0.042414,0.713913
46.0,2019,87.25798817450963,90.1874774752359,48.526668523072146,69.96777188874667,14.354727312223158,SD,0.503631,0.910664,0.775308,0.742164,0.716373,0.032381,0.704054
47.0,2019,89.62003503457441,92.03961217905014,41.17225547672209,69.91822887532798,7.9109552849625935,TN,0.472201,0.858602,0.718843,0.713094,0.638996,0.064389,0.632146
48.0,2019,86.14824450996534,90.26530457734206,40.013653877220534,72.77891442968598,12.529606038879216,TX,0.529915,0.906878,0.745056,0.769268,0.621724,0.049494,0.676314
49.0,2019,84.69595224024317,91.84724238502132,41.47678810937172,81.5080033813567,17.61614054068168,UT,0.567842,0.917935,0.873756,0.859661,0.788171,0.019047,0.756282
50.0,2019,85.26955038217912,95.11189769126332,47.56317033686596,79.99965596646496,15.865626391631876,VT,0.490614,0.910203,0.773292,0.725263,0.734018,0.044695,0.730686
51.0,2019,89.5208748819145,89.66329554357296,47.934538383258364,74.69831729037718,9.406631861291311,VA,0.527148,0.914361,0.78405,0.759483,0.688611,0.029171,0.709723
53.0,2019,83.38904200068006,91.82377161554811,48.33117414136233,80.8166797077119,15.277803525245897,WA,0.479619,0.941447,0.785725,0.760746,0.707704,0.021457,0.686027
54.0,2019,90.55984189865185,92.34845695650262,44.31516826837769,68.84929266331561,9.604473225323625,WV,0.429044,0.846902,0.712797,0.671591,0.635094,0.054113,0.636781
55.0,2019,87.10940281707633,93.83205268530685,46.08714678021803,76.81148773278068,14.876325930312682,WI,0.497287,0.908037,0.794034,0.766284,0.723137,0.026725,0.677686
56.0,2019,85.55402869139913,89.45780431988355,36.4756201714776,75.36818150937394,12.457204665625675,WY,0.459169,0.889087,0.745644,0.72801,0.651617,0.046391,0.603918
1.0,2021,87.58565120785453,69.99781916417449,41.64928741064979,68.4989267839853,11.472367520076045,AL,0.598645,0.900282,0.740922,0.735283,0.632399,0.045219,0.670899
2.0,2021,79.64867425870275,62.03644897701624,41.51633367605269,79.70211317992315,22.71453433171471,AK,0.679123,0.921977,0.816253,0.793094,0.714104,0.0364,0.69011
4.0,2021,82.47309547687715,70.39266577646076,40.403090893605565,77.3117386035181,13.137036493141906,AZ,0.643661,0.92106,0.764623,0.766523,0.623669,0.023589,0.683459
5.0,2021,87.60207229518643,68.00390441274571,42.35224967612899,69.43739313616297,13.627000471661994,AR,0.586847,0.881075,0.783772,0.786702,0.636174,0.035089,0.658632
6.0,2021,76.38086071273332,73.9576634107834,43.50030406595739,79.90272519052026,12.334033755155003,CA,0.696332,0.913716,0.788887,0.812104,0.688293,0.025253,0.750373
8.0,2021,80.39450990407285,64.22691111075515,49.035848000296866,83.32237351234575,16.133212704578355,CO,0.709532,0.948124,0.820063,0.806503,0.737068,0.02383,0.72306
10.0,2021,85.82854529583373,71.55539028022716,49.80787400108252,72.75200721902534,9.32058325150617,DE,0.67518,0.92516,0.763381,0.743009,0.665084,0.01927,0.758006
11.0,2021,80.44054447528482,56.81862331106784,52.05512388793942,84.24386867150491,10.535467704423173,DC,0.853542,0.949801,0.821308,0.816648,0.775745,0.034083,0.78849
13.0,2021,86.91567871734122,60.9336178201224,37.86083840750635,76.30205071563924,11.311359673640386,GA,0.63466,0.922391,0.792388,0.816119,0.696975,0.034048,0.708617
15.0,2021,83.90417634933807,69.18448883096127,47.27796353323549,79.97332709800091,18.28549539677663,HI,0.702901,0.956036,0.781228,0.777111,0.64645,0.02935,0.748586
16.0,2021,86.37288603389874,74.14034969455994,41.011027250768734,79.46002577954714,19.087301070100676,ID,0.625591,0.928737,0.873911,0.852752,0.761834,0.014793,0.736704
17.0,2021,86.0871923655027,71.58696831240263,50.11911801839136,72.77101523161932,13.681671343684531,IL,0.676695,0.935469,0.858507,0.847222,0.750202,0.017533,0.762276
18.0,2021,86.21068325674763,65.6281242954442,43.38190528352695,74.05973202782053,14.642065360044255,IN,0.61017,0.885265,0.809339,0.823504,0.691455,0.019536,0.729187
19.0,2021,86.76523135001656,78.32278674114147,50.784719867144666,75.25599035266667,16.631661423627655,IA,0.585095,0.933698,0.808065,0.79631,0.709811,0.018059,0.738154
20.0,2021,85.90310220902512,70.2941498298345,46.83004382767703,76.36744104038885,15.496293841226727,KS,0.644248,0.900483,0.810416,0.800471,0.717242,0.020445,0.729934
21.0,2021,84.93568590969437,69.6160212864571,40.70949859552258,69.46658368751098,13.121217303726754,KY,0.592124,0.86922,0.783752,0.786517,0.636341,0.029465,0.642999
22.0,2021,88.27760128233832,62.28334771781676,38.980272981805385,70.61832563063835,11.706407070005751,LA,0.590488,0.897913,0.79486,0.813546,0.635367,0.033649,0.67106
23.0,2021,87.26361310073328,76.5362678938245,50.04229376779546,73.50195619234893,35.7636359508112,ME,0.653184,0.938778,0.835659,0.783209,0.768609,0.023601,0.701071
24.0,2021,83.76482864938285,62.79057201581575,49.783316593526386,78.3076187903438,9.368102446909745,MD,0.752707,0.942911,0.810804,0.786754,0.709652,0.019454,0.790985
25.0,2021,82.79593197396264,73.35287882743444,57.22046913450899,78.8624127202065,10.932256763786294,MA,0.747101,0.948797,0.778698,0.773205,0.711885,0.027013,0.761352
26.0,2021,86.76602251429726,67.24287371715117,47.65609284736967,76.90297024115408,11.436945968050177,MI,0.671371,0.896761,0.793473,0.79703,0.690687,0.031745,0.712228
27.0,2021,80.70394863137358,70.7709339535096,50.05635441941375,79.75743426621517,14.62426598084743,MN,0.6996,0.944167,0.828169,0.830596,0.767541,0.035296,0.709044
28.0,2021,88.60060559710006,66.14264669685757,37.70348724357594,69.11738278122667,13.457041932396766,MS,0.581301,0.856933,0.748125,0.753914,0.599202,0.059652,0.574665
29.0,2021,87.96509062078138,69.41522036105214,45.508944526275776,74.71870412474871,13.384259495035167,MO,0.613509,0.93465,0.788943,0.763893,0.689008,0.034417,0.719457
30.0,2021,83.94267338332064,67.84988582488305,42.58413400809547,78.81962014327748,18.293567780903203,MT,0.637795,0.9471,0.783114,0.74503,0.726204,0.024736,0.679903
31.0,2021,85.63316652615242,74.14505941570158,50.93213033509867,75.80790072496407,17.375720861969334,NE,0.685477,0.953516,0.776535,0.77151,0.711647,0.021827,0.698248
32.0,2021,84.1954331944771,66.29931800083074,38.267378765402135,75.77208775984087,15.181025837772232,NV,0.585636,0.915482,0.696508,0.70419,0.632858,0.047846,0.712841
33.0,2021,83.9691956765882,65.11389349165943,53.319724565644,80.02482678507815,11.937496548027127,NH,0.673458,0.944155,0.839489,0.782109,0.778781,0.022362,0.811329
34.0,2021,84.5313111133397,60.51569465438797,46.32562400394504,75.86994272516321,8.384437336068208,NJ,0.655165,0.934486,0.838217,0.844717,0.738591,0.023258,0.805215
35.0,2021,76.64917089851672,76.19060186296856,44.801351375603986,76.99185420744557,21.1561766438492,NM,0.645021,0.895844,0.751449,0.753939,0.616039,0.02488,0.671733
36.0,2021,86.0226003575529,62.49834979172761,46.52214190005095,74.19274852825933,10.020181660852439,NY,0.693567,0.9267,0.751289,0.750403,0.669254,0.041238,0.723488
37.0,2021,88.6121403165517,62.65792656659259,46.02932673254851,77.72386107148074,11.081611360416044,NC,0.618288,0.899344,0.747331,0.738707,0.642944,0.043889,0.707816
38.0,2021,85.10678951375792,73.10135638853494,47.27807387877111,74.52993760888917,19.743365035278433,ND,0.579822,0.939102,0.762662,0.743398,0.712505,0.035923,0.696406
39.0,2021,87.59856267014464,66.43781452075915,44.178291329771206,74.05041363130564,14.014251960890098,OH,0.622098,0.903992,0.792461,0.758028,0.667773,0.043115,0.704563
40.0,2021,86.79283723276164,73.93397115101442,41.225635718432564,71.73212116570727,18.554994637545896,OK,0.585076,0.899946,0.749254,0.740256,0.631134,0.040974,0.578746
41.0,2021,79.49760232239029,89.29803332333093,46.55471276627373,80.06582827168613,18.08369818791814,OR,0.723956,0.947868,0.861687,0.824892,0.763275,0.018359,0.788831
42.0,2021,85.74490029914658,66.26900602643839,50.00387846652281,75.74985649349453,12.38773755607023,PA,0.644318,0.90601,0.737478,0.71899,0.649081,0.032261,0.707953
44.0,2021,87.43776129710767,64.02233531138593,55.09371207125216,75.84474970985976,8.926218142968843,RI,0.645091,0.928644,0.792616,0.764069,0.724603,0.018569,0.766958
45.0,2021,87.89576210365848,61.68539913877309,41.16616955968953,74.98249339594125,11.709752676594952,SC,0.650645,0.922084,0.770405,0.776169,0.695526,0.036994,0.669593
46.0,2021,86.31264032387038,72.25899870015111,51.454065557487674,76.84180908237637,17.095666655459716,SD,0.585145,0.924555,0.839231,0.810553,0.698556,0.026092,0.750641
47.0,2021,87.99950437632558,67.58011146848662,43.91558595813537,71.33384310103105,10.122236313614422,TN,0.570748,0.897803,0.769278,0.759978,0.664081,0.043461,0.666971
48.0,2021,82.27437374702076,64.58261216572042,39.00506580704884,74.920588961513,14.499340834303927,TX,0.646384,0.909857,0.746279,0.761289,0.623627,0.044493,0.664902
49.0,2021,83.90737212304148,74.30539995008596,46.47670001919329,82.71638015642064,18.613130550835667,UT,0.742083,0.960891,0.807853,0.805412,0.737932,0.029434,0.736881
50.0,2021,82.15628630208911,67.21729454069957,54.45472674513863,82.24147378901812,14.70637307705399,VT,0.725951,0.942427,0.818363,0.755295,0.74229,0.021893,0.751021
51.0,2021,86.59034478882512,67.05884592334485,49.44520619999599,79.07234774037316,10.662341205420276,VA,0.6574,0.927273,0.778622,0.781052,0.689822,0.025182,0.695098
53.0,2021,78.85003837842855,66.90436015005788,48.92034054443874,82.19772455993281,17.705417517779455,WA,0.700673,0.937624,0.808077,0.801125,0.73798,0.034782,0.721281
54.0,2021,88.82966790868143,70.10021572669132,43.72695144040706,69.45881598310932,10.546585874956286,WV,0.574284,0.868754,0.761657,0.739939,0.646937,0.034602,0.667961
55.0,2021,84.26336350868712,96.46632268418388,50.65505445784989,79.69817500176957,15.331802307691056,WI,0.630439,0.922666,0.84782,0.813944,0.720082,0.018907,0.730636
56.0,2021,82.20784874993906,72.34424950486476,37.71064024281225,77.14180908338547,18.476674851613904,WY,0.571364,0.900784,0.738485,0.73541,0.649012,0.02704,0.631959
1.0,2023,89.41352990105965,65.85673552375087,38.10974421193877,70.87957278228563,11.885704780403701,AL,0.554388,0.897058,0.819839,0.803926,0.648201,0.030312,0.670281
2.0,2023,86.8132673884669,57.071773835455254,36.736590468500886,79.12895113940887,16.253981237211093,AK,0.689531,0.935302,0.760415,0.757568,0.650115,0.024556,0.661732
4.0,2023,87.43591240633552,60.4992825948272,39.45777488797761,78.71718797659419,10.767920387515165,AZ,0.650634,0.924872,0.805186,0.815244,0.711213,0.023498,0.683851
5.0,2023,89.3473150669607,64.81355714151694,39.98635717123465,67.50316800367926,13.717812612044117,AR,0.580088,0.854725,0.784987,0.80493,0.645271,0.04092,0.664215
6.0,2023,85.7553966033335,64.86082279423961,44.331057394669415,77.10459615801261,11.989297125042201,CA,0.700363,0.915991,0.81065,0.83183,0.687234,0.023025,0.744023
8.0,2023,85.11705157351996,59.61023443947235,47.63477504760464,82.52150198596443,12.86939692170652,CO,0.735058,0.961581,0.83379,0.823189,0.769152,0.016266,0.759542
10.0,2023,90.30124877044885,60.060682491263876,45.64943730056023,74.02886600447711,9.184374507961266,DE,0.721985,0.938923,0.856454,0.836214,0.767044,0.014542,0.831802
11.0,2023,85.54006327454721,53.391385920106835,54.697590697715405,84.82293144748026,7.2869473536679426,DC,0.856245,0.958414,0.889136,0.897729,0.828952,0.014271,0.818941
12.0,2023,89.73472608156526,60.394953081820866,37.587694667243596,74.5985503307147,9.150439830956564,FL,0.651799,0.928527,0.77711,0.789995,0.67332,0.034753,0.752899
13.0,2023,87.62516985122039,58.52264201226029,36.96624438798359,75.34843411151655,10.36414751607984,GA,0.594695,0.945938,0.848113,0.848403,0.705365,0.020588,0.714637
15.0,2023,87.77309024576519,66.22009018924356,44.592258677106365,78.30882598803215,15.70773862749817,HI,0.650192,0.952627,0.821301,0.816586,0.698294,0.021424,0.775809
16.0,2023,87.83090769581673,65.9662447586511,32.07853714855125,78.93711222822456,15.990007793519773,ID,0.646018,0.949904,0.893438,0.874266,0.751411,0.01514,0.760382
17.0,2023,88.7303633281182,69.58557214005178,45.210735899706954,78.60827194616064,10.051715496666702,IL,0.69623,0.920009,0.852907,0.848418,0.715347,0.01335,0.744555
18.0,2023,89.86260707275677,61.95723666955949,39.30167240735704,75.55562895185506,12.233837904775848,IN,0.631752,0.930634,0.784251,0.787387,0.66045,0.021719,0.680626
19.0,2023,89.02186847908295,85.16661132598783,43.808168819719064,75.93470240712257,14.6910746856685,IA,0.594784,0.933685,0.819135,0.835636,0.712841,0.021386,0.702377
20.0,2023,88.02369647422643,69.12841138344719,41.61181929866654,75.1458739944298,13.880809305425359,KS,0.658889,0.935139,0.81293,0.81791,0.674917,0.030758,0.686035
22.0,2023,90.91403929793861,58.54002498405433,34.859926132527605,69.85704088770822,9.56756891814361,LA,0.627496,0.859948,0.779742,0.795864,0.607905,0.043736,0.67304
23.0,2023,90.2677273329376,66.76757560402343,49.914952804420125,77.3668942577688,10.085944979165182,ME,0.68249,0.915453,0.875216,0.817919,0.778059,0.008182,0.772297
24.0,2023,89.31169074043181,58.187419480165445,51.190384290090506,77.29128548015915,7.692570173357726,MD,0.815417,0.95715,0.872698,0.863527,0.780881,0.012607,0.831216
25.0,2023,89.60822046765185,60.89293744255379,56.574817375716805,78.0317616585631,7.779600375448243,MA,0.730874,0.927485,0.814476,0.818096,0.752727,0.023699,0.772041
26.0,2023,90.07478375331016,63.15264875445218,42.040038646225504,74.74436586419326,9.86770448393768,MI,0.665784,0.909921,0.829076,0.80824,0.684842,0.029708,0.767356
27.0,2023,86.47191097262524,65.0437249354141,46.239162869490485,77.15556091372319,12.292790617368002,MN,0.712701,0.918808,0.845298,0.843608,0.751421,0.016114,0.737326
28.0,2023,90.3053283342196,61.105528425776434,34.910812809842476,66.56092939130205,11.122454961212664,MS,0.593224,0.888522,0.794284,0.816761,0.581001,0.037017,0.630335
29.0,2023,90.37855662642302,67.82504888589422,42.46271245270912,71.86490076438896,13.650412739076573,MO,0.602776,0.922118,0.808814,0.804183,0.664216,0.017289,0.656707
30.0,2023,86.84435616525941,64.81950583863025,37.925617572483674,80.38457032932949,15.86784388136687,MT,0.650385,0.945574,0.727734,0.690179,0.623302,0.043024,0.623636
31.0,2023,87.9697563205781,76.73610593377411,43.76211228700558,76.20005160519281,13.312527946479017,NE,0.654201,0.912876,0.774861,0.753633,0.640167,0.0291,0.688203
32.0,2023,87.59113252668132,58.616400467520926,33.92346613107885,74.34294780924492,13.185017206862357,NV,0.600538,0.926053,0.74336,0.790065,0.633663,0.031798,0.655435
33.0,2023,88.11322958177573,61.71811708766428,50.95210261799995,78.78184452421664,8.143219057756951,NH,0.662514,0.944703,0.85186,0.835022,0.766914,0.007433,0.823747
34.0,2023,88.44025480204081,56.792729242838014,44.81548913281574,75.83920220086253,7.993327897003343,NJ,0.716979,0.947511,0.825566,0.824362,0.739301,0.021456,0.807224
35.0,2023,82.74055287110401,71.23154045995916,42.028099123299114,75.95131742036733,14.880879360923954,NM,0.622496,0.911975,0.815813,0.818278,0.676606,0.024661,0.745413
36.0,2023,89.42553054647733,57.138974304224,45.33067016414104,73.8941497423195,8.78856174993376,NY,0.694751,0.917331,0.776009,0.777695,0.680636,0.025591,0.744846
37.0,2023,90.36897918741785,61.863919712250734,43.44726419970244,78.14901545015559,8.09082849506166,NC,0.629178,0.927062,0.740458,0.756094,0.651739,0.035818,0.699234
38.0,2023,87.60371904975734,64.84138635785166,39.17921717235503,78.51092867146552,15.095472141837952,ND,0.626352,0.91418,0.859219,0.822782,0.725655,0.009008,0.757895
39.0,2023,90.17446872392553,60.090567187309695,42.88268422135666,73.61423677195785,12.059118697807,OH,0.648723,0.936653,0.805151,0.805395,0.68751,0.021855,0.734121
40.0,2023,89.74587100758643,65.42622600776394,37.46348472878076,68.99837003541163,14.877753045051284,OK,0.612541,0.902599,0.833056,0.854836,0.690548,0.019157,0.703889
41.0,2023,86.25409213890163,64.02725613296981,43.63316652795718,80.60685730318875,12.854285226687786,OR,0.681534,0.935488,0.881643,0.879168,0.766362,0.00861,0.789265
44.0,2023,91.12630786044569,61.57806498927607,52.74341738163726,73.588775850896,7.9249910331439,RI,0.653775,0.946477,0.815914,0.813218,0.735159,0.023631,0.770322
45.0,2023,90.69713218387176,57.797590999499825,37.79498066691483,73.69376895327024,10.65332593563344,SC,0.631169,0.918701,0.834091,0.834354,0.702159,0.01193,0.776372
46.0,2023,89.56434458257661,63.21781094325447,44.61038671793048,74.30323071069694,10.073489428145882,SD,0.619378,0.919591,0.843137,0.843323,0.712948,0.027956,0.722588
47.0,2023,89.29869174730223,62.11726485431637,36.554315017939444,74.01520848134807,8.92328765835451,TN,0.57513,0.905992,0.770976,0.783964,0.671797,0.030396,0.680972
48.0,2023,86.04739000964695,64.40431882469626,35.510177280026845,72.24558498962753,13.90420739803138,TX,0.629853,0.917838,0.831064,0.846086,0.668006,0.025132,0.758794
49.0,2023,85.47563316291284,71.54851661393002,38.15004915219734,83.82269993109894,17.740792593876094,UT,0.741854,0.963226,0.832701,0.827305,0.781043,0.031516,0.775035
50.0,2023,87.88901913836933,64.50288086719569,54.33642424253389,79.71838650766931,11.20887432960664,VT,0.67683,0.955182,0.79456,0.778025,0.743698,0.02433,0.741117
51.0,2023,88.97186653334431,56.183632003169734,48.11388201884668,77.65564245860374,10.153306598678096,VA,0.682405,0.918508,0.805871,0.820089,0.695858,0.019693,0.748586
53.0,2023,84.03153800708586,62.66125573101892,48.20154675613731,81.89293670360523,14.113403577027894,WA,0.723696,0.940013,0.830504,0.820559,0.738431,0.019001,0.757713
54.0,2023,91.93807771045951,67.41225741280721,39.06383468680076,67.96267597312665,9.382571487740897,WV,0.509422,0.904476,0.793219,0.791385,0.639798,0.025304,0.679953
55.0,2023,88.500608309443,67.60798041458546,46.05699099581453,73.18502973547612,12.089632790518877,WI,0.619523,0.907934,0.89393,0.861227,0.771903,0.009948,0.777208
56.0,2023,85.5603559181272,67.65805803406417,34.18655239791518,73.84556246087689,16.857726361594523,WY,0.606125,0.928622,0.862176,0.835883,0.709935,0.016425,0.70467
